MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2007 / 03,Bronx,10,2434.2,464.0,270.3,,,,,2
1991 / 06,Bronx,10,2212.9,,,,,,,2
2003 / 02,Bronx,10,2084.2,277.9,,,,,,2
2005 / 11,Bronx,10,2831.7,441.4,237.2,,,241.1,,2
1991 / 12,Bronx,10,2259.1,,,,,,,2
1996 / 04,Bronx,10,2794.3,434.7,263.0,,,,,2
1993 / 11,Bronx,10,2421.3,310.4,176.9,,,,,2
2012 / 03,Bronx,10,2553.8,329.6,267.5,,,,,2
2013 / 12,Bronx,10,2447.4,403.1,302.7,30.9,,,,2
1998 / 11,Bronx,10,2111.0,461.7,310.8,,,229.8,,2
2000 / 06,Bronx,10,2561.7,510.4,425.9,,,,,2
2010 / 10,Bronx,10,2693.8,372.4,269.7,,,,,2
2007 / 06,Bronx,10,3002.4,464.3,308.9,,,,,2
1999 / 07,Bronx,10,2380.0,406.5,378.3,,,,,2
2009 / 07,Bronx,10,2895.2,384.0,306.9,,,,,2
1997 / 02,Bronx,10,1949.9,347.3,244.3,,,,,2
2014 / 10,Bronx,10,2457.4,329.3,300.9,39.7,,,,2
1991 / 11,Bronx,10,2359.2,,,,,,,2
2009 / 04,Bronx,10,2672.4,355.8,267.8,,,,,2
2017 / 07,Bronx,10,2652.8,339.2,384.4,42.6,,,,2
2018 / 08,Bronx,10,2627.6,319.8,428.4,132.8,,,,2
2017 / 09,Bronx,10,2458.8,333.8,358.3,114.9,,,,2
2017 / 10,Bronx,10,2430.9,312.2,338.2,122.1,,5.7,,2
2019 / 03,Bronx,10,2283.3,295.3,383.8,58.0,,,,2
2018 / 05,Bronx,10,2865.9,329.5,402.1,152.3,,,,2
2018 / 01,Bronx,10,2309.7,348.7,360.7,52.0,,,47.6,2
2022 / 01,Bronx,10,473.5,49.2,57.1,,,,,2
2014 / 10,Queens,12,6471.8,482.0,600.8,,,,,4
2011 / 04,Queens,12,6520.9,498.6,561.6,,,,,4
2004 / 08,Queens,12,8625.3,663.6,661.1,,,,,4
2010 / 06,Queens,12,7676.0,531.0,640.5,,,,,4
2003 / 01,Queens,12,7039.9,519.3,,,,,,4
2002 / 05,Queens,12,8325.7,560.2,894.2,,,,,4
1997 / 11,Queens,12,6938.3,524.1,504.7,,,,,4
2002 / 09,Queens,12,8416.9,369.7,,,,,,4
2002 / 03,Queens,12,6127.4,579.0,757.7,,,,,4
2002 / 12,Queens,12,7802.7,495.3,,,,,,4
2011 / 12,Queens,12,6284.6,581.6,603.5,,,,,4
1993 / 09,Queens,12,7426.9,410.5,462.0,,,,,4
1992 / 02,Queens,12,5553.0,,,,,,,4
1992 / 03,Queens,12,5973.7,,,,,,,4
1996 / 09,Queens,12,7671.7,401.2,415.9,,,,,4
1991 / 01,Queens,12,6201.0,,,,,,,4
1991 / 02,Queens,12,5335.0,,,,,,,4
1991 / 06,Queens,12,7342.0,,,,,,,4
2012 / 10,Queens,12,6217.4,425.1,501.6,,,,,4
2004 / 11,Queens,12,6967.6,626.0,524.5,,,972.9,,4
2004 / 03,Queens,12,7432.8,534.0,,,,,,4
2012 / 04,Queens,12,6322.1,426.3,521.2,,,,,4
1996 / 06,Queens,12,8547.2,415.9,449.0,,,,,4
1992 / 10,Queens,12,7261.8,,,,,,,4
2009 / 03,Queens,12,5855.1,460.1,521.6,,,,,4
2001 / 10,Queens,12,7239.3,670.1,845.9,,,139.9,,4
2013 / 05,Queens,12,7580.8,489.2,577.4,,,,,4
2000 / 11,Queens,12,6198.4,697.9,717.2,,,634.2,,4
2001 / 09,Queens,12,7056.6,654.5,833.9,,,,,4
2017 / 03,Queens,12,5669.2,428.8,687.9,,,,,4
2017 / 05,Queens,12,7426.6,505.4,824.3,,,,,4
2017 / 07,Queens,12,7427.4,508.6,859.3,,,,,4
2018 / 06,Queens,12,7569.2,531.3,878.3,,,,,4
2019 / 10,Queens,12,6906.6,469.6,841.5,,,,,4
2018 / 04,Queens,12,6282.1,445.6,743.9,,,,,4
2019 / 12,Queens,12,6798.7,552.4,933.7,,,153.9,,4
2017 / 12,Queens,12,6009.9,531.7,791.5,,,208.1,,4
2021 / 05,Queens,12,7684.0,524.8,953.1,,,,,4
2009 / 07,Queens,01,4710.4,611.3,477.7,,,,,4
1996 / 04,Queens,01,5572.1,432.9,306.5,,,,,4
1995 / 10,Queens,01,5473.0,435.2,302.9,,,,,4
1993 / 09,Queens,01,5492.6,174.3,104.4,,,,,4
2015 / 01,Queens,01,3680.8,490.2,456.7,,,,50.7,4
2010 / 10,Queens,01,4144.3,589.0,432.9,,,,,4
2002 / 04,Queens,01,4938.4,679.0,640.5,,,,,4
1997 / 11,Queens,01,4997.1,681.0,425.0,,,,,4
2014 / 06,Queens,01,4251.4,613.3,519.7,,,,,4
2014 / 03,Queens,01,3916.8,540.2,493.3,,,,,4
1991 / 05,Queens,01,6393.1,,,,,,,4
2009 / 04,Queens,01,4414.6,582.8,477.7,,,,,4
2009 / 02,Queens,01,3721.8,511.6,414.4,,,,,4
2003 / 02,Queens,01,4598.5,400.9,,,,,,4
2006 / 04,Queens,01,4498.1,721.0,460.7,,,,,4
2011 / 08,Queens,01,4697.8,608.8,457.0,,,,,4
1998 / 04,Queens,01,4984.2,716.3,512.1,,,,,4
2012 / 12,Queens,01,4097.9,633.5,444.3,,,,,4
1998 / 02,Queens,01,4198.3,632.1,445.8,,,,,4
2012 / 05,Queens,01,4402.5,574.6,434.6,,,,,4
1999 / 04,Queens,01,4779.3,700.2,569.3,,,,,4
2008 / 11,Queens,01,4206.0,596.7,428.4,,,,,4
2008 / 10,Queens,01,4532.1,656.6,462.9,,,,,4
1994 / 03,Queens,01,5414.0,650.4,377.5,,,,,4
2013 / 01,Queens,01,4047.8,593.4,502.2,,,,31.2,4
2005 / 07,Queens,01,4788.0,699.3,491.5,,,,,4
2011 / 10,Queens,01,4219.3,604.9,438.0,,,,,4
2005 / 06,Queens,01,5104.4,809.1,521.4,,,,,4
1993 / 05,Queens,01,5997.4,,,,,,,4
1999 / 05,Queens,01,4812.1,755.0,562.9,,,,,4
2004 / 02,Queens,01,4595.9,676.0,,,,,,4
2003 / 10,Queens,01,5316.2,705.2,,,,,,4
1997 / 04,Queens,01,5365.3,445.9,323.7,,,,,4
1991 / 11,Queens,01,5919.6,,,,,,,4
2001 / 01,Queens,01,4753.2,884.1,695.6,,,,39.8,4
1994 / 11,Queens,01,5449.8,439.3,269.3,,,,,4
1995 / 02,Queens,01,4381.9,385.9,269.1,,,,,4
2009 / 06,Queens,01,4770.3,716.1,514.1,,,,,4
2015 / 12,Queens,01,4132.6,706.9,605.7,,,,,4
2016 / 03,Queens,01,3934.3,557.2,574.0,,,,,4
2017 / 07,Queens,01,4012.1,585.3,583.0,,,,,4
2018 / 06,Queens,01,4077.4,625.3,618.5,,,,,4
2015 / 09,Queens,01,4068.9,567.9,531.9,,,,,4
2016 / 01,Queens,01,3549.1,508.6,494.9,,,,39.0,4
2018 / 08,Queens,01,4084.0,610.6,603.4,,,,,4
2020 / 04,Queens,01,3888.5,607.4,768.9,,,,,4
2019 / 10,Queens,01,4151.5,635.2,648.3,,,,,4
2020 / 11,Queens,01,4221.7,641.8,657.0,,,,,4
2020 / 01,Queens,01,3935.7,662.1,696.1,,,,42.0,4
2021 / 03,Queens,01,4285.6,669.3,714.4,,,,,4
2019 / 09,Queens,01,3790.5,555.5,585.4,,,,,4
2017 / 12,Queens,01,3670.8,641.7,580.4,,,25.6,,4
2019 / 04,Queens,01,3989.5,587.5,636.5,,,,,4
2021 / 10,Queens,01,4324.3,613.6,601.4,,,,,4
2019 / 03,Queens,01,3569.3,563.8,592.1,,,,,4
1995 / 12,Brooklyn,15,4451.4,544.0,289.6,,,,,3
2014 / 07,Brooklyn,15,4535.5,573.2,390.9,,,,,3
2010 / 12,Brooklyn,15,3379.8,607.8,320.7,,,,,3
2013 / 11,Brooklyn,15,4510.3,585.4,354.3,,,,,3
2006 / 10,Brooklyn,15,4746.1,792.9,418.2,,,,,3
1997 / 12,Brooklyn,15,4655.7,836.9,402.0,,,,,3
2012 / 08,Brooklyn,15,4380.5,595.5,365.9,,,,,3
2002 / 03,Brooklyn,15,4492.4,817.9,610.4,,,,,3
2013 / 07,Brooklyn,15,4750.6,580.8,412.1,,,,,3
2011 / 01,Brooklyn,15,4216.8,637.8,407.3,,,,,3
1992 / 03,Brooklyn,15,6202.3,,,,,,,3
2011 / 07,Brooklyn,15,4079.2,553.6,358.3,,,,,3
1994 / 06,Brooklyn,15,6205.5,688.0,328.8,,,,,3
1999 / 01,Brooklyn,15,4002.0,847.5,473.2,,,,30.5,3
2010 / 02,Brooklyn,15,3231.8,546.4,318.4,,,,,3
2000 / 08,Brooklyn,15,4539.5,846.6,571.8,,,,,3
2010 / 05,Brooklyn,15,4423.0,631.6,392.5,,,,,3
2011 / 03,Brooklyn,15,4560.7,699.5,391.2,,,,,3
1995 / 07,Brooklyn,15,4886.9,574.5,321.0,,,,,3
1993 / 09,Brooklyn,15,6586.0,681.9,326.8,,,,,3
2015 / 04,Brooklyn,15,4410.6,583.5,419.9,,,,,3
2000 / 12,Brooklyn,15,3940.9,890.4,473.3,,,181.7,,3
1991 / 11,Brooklyn,15,6601.4,,,,,,,3
1999 / 05,Brooklyn,15,4480.0,789.3,473.0,,,,,3
1995 / 05,Brooklyn,15,5333.2,577.2,316.6,,,,,3
2002 / 11,Brooklyn,15,5583.1,827.1,,,,,,3
2015 / 12,Brooklyn,15,4564.0,749.5,478.9,,,,,3
2017 / 03,Brooklyn,15,4393.2,582.3,453.8,,,,,3
2016 / 10,Brooklyn,15,4738.9,589.6,464.9,,,,,3
2015 / 07,Brooklyn,15,4456.4,536.8,425.6,,,,,3
2018 / 07,Brooklyn,15,4249.2,544.5,450.8,89.9,,,,3
2017 / 09,Brooklyn,15,4539.4,607.4,461.4,130.4,,,,3
2020 / 07,Brooklyn,15,4937.5,599.2,598.6,,,,,3
2018 / 10,Brooklyn,15,4794.3,610.9,506.1,103.4,,,,3
2021 / 06,Brooklyn,15,5237.2,601.1,548.2,,,,,3
2021 / 05,Brooklyn,15,4803.8,535.2,513.8,,,,,3
2021 / 10,Brooklyn,15,5162.2,532.0,484.1,,4.7,,,3
2006 / 08,Queens,09,4740.5,553.8,409.5,,,,,4
1995 / 12,Queens,09,3626.9,354.4,284.8,,,,,4
1993 / 06,Queens,09,5158.4,,,,,,,4
2007 / 12,Queens,09,4096.2,562.7,364.1,,,113.2,,4
1992 / 04,Queens,09,4308.9,,,,,,,4
2014 / 04,Queens,09,4105.2,432.9,410.2,,,,,4
2003 / 03,Queens,09,4490.6,486.7,,,,,,4
2008 / 11,Queens,09,3905.4,439.0,338.9,,,,,4
1993 / 11,Queens,09,4007.5,415.8,288.5,,,,,4
1998 / 01,Queens,09,3722.2,546.2,429.4,,,,41.0,4
2004 / 10,Queens,09,4406.6,568.4,380.2,,,,,4
1996 / 09,Queens,09,4138.0,429.8,305.4,,,,,4
2013 / 04,Queens,09,4038.6,407.0,349.2,,,,,4
2008 / 10,Queens,09,4127.3,473.9,377.7,,,,,4
2006 / 09,Queens,09,4522.7,543.8,368.3,,,,,4
2005 / 05,Queens,09,4582.8,531.5,407.6,,,,,4
1991 / 07,Queens,09,4381.3,,,,,,,4
2011 / 01,Queens,09,3624.1,446.7,381.4,,,,,4
1996 / 06,Queens,09,4425.3,370.1,297.8,,,,,4
1996 / 05,Queens,09,4640.4,400.4,316.9,,,,,4
1994 / 12,Queens,09,4042.4,414.5,282.6,,,,,4
2014 / 10,Queens,09,4118.6,430.6,396.3,,,,,4
1997 / 05,Queens,09,4581.1,413.0,316.6,,,,,4
2009 / 05,Queens,09,4401.0,452.9,368.4,,,,,4
2001 / 08,Queens,09,4129.7,579.8,671.5,,,,,4
2000 / 11,Queens,09,3644.7,684.7,582.0,,,300.3,,4
1991 / 08,Queens,09,4268.0,,,,,,,4
2014 / 07,Queens,09,4547.4,463.9,443.0,,,,,4
2015 / 12,Queens,09,4118.8,576.7,509.4,,2.1,,,4
2016 / 06,Queens,09,4526.3,480.4,549.5,,30.7,,,4
2016 / 05,Queens,09,4203.8,426.2,470.6,,35.2,,,4
2017 / 05,Queens,09,4467.7,464.8,538.8,,40.2,,,4
2016 / 01,Queens,09,3304.8,392.0,390.8,,24.7,,23.4,4
2020 / 07,Queens,09,4904.7,517.0,770.5,,,,,4
2018 / 05,Queens,09,4334.9,434.7,533.7,222.4,40.0,,,4
2015 / 02,Brooklyn,05,3398.8,215.9,292.5,,,,,3
2015 / 06,Brooklyn,05,4987.4,285.2,340.4,,,,,3
2013 / 12,Brooklyn,05,4410.6,279.6,301.2,,,,,3
1998 / 05,Brooklyn,05,4792.9,230.1,358.2,,,,,3
2008 / 02,Brooklyn,05,3853.7,259.3,293.0,,,,,3
2008 / 10,Brooklyn,05,4231.9,259.1,326.9,,,,,3
2013 / 11,Brooklyn,05,4021.5,215.5,251.1,,,,,3
2013 / 09,Brooklyn,05,4190.2,244.7,279.9,,,,,3
2002 / 08,Brooklyn,05,5531.5,226.1,,,,,,3
2006 / 07,Brooklyn,05,5159.8,307.6,406.9,,,,,3
1996 / 05,Brooklyn,05,5348.0,175.2,250.6,,,,,3
2004 / 05,Brooklyn,05,4949.1,302.7,375.4,,,,,3
2011 / 05,Brooklyn,05,4665.2,244.7,274.4,,,,,3
2003 / 07,Brooklyn,05,5822.9,232.5,,,,,,3
2008 / 07,Brooklyn,05,4936.8,283.6,379.5,,,,,3
2003 / 06,Brooklyn,05,5759.4,264.6,,,,,,3
2008 / 12,Brooklyn,05,4547.1,325.9,374.3,,,,,3
1998 / 02,Brooklyn,05,3897.1,174.8,273.9,,,,,3
2010 / 11,Brooklyn,05,4317.9,229.2,269.0,,,,,3
2004 / 09,Brooklyn,05,5134.8,320.2,415.3,,,,,3
2001 / 11,Brooklyn,05,4585.0,308.5,501.4,,,62.1,,3
1997 / 10,Brooklyn,05,4625.8,203.3,299.9,,,,,3
1997 / 07,Brooklyn,05,5409.2,147.2,265.6,,,,,3
2005 / 03,Brooklyn,05,4783.8,325.6,371.4,,,,,3
2007 / 01,Brooklyn,05,4350.4,312.4,348.8,,,,7.5,3
2004 / 04,Brooklyn,05,4801.9,315.6,331.9,,,,,3
1998 / 12,Brooklyn,05,4349.2,292.0,429.9,,,7.3,,3
1999 / 07,Brooklyn,05,4594.6,254.3,500.8,,,,,3
1992 / 08,Brooklyn,05,5510.5,,,,,,,3
1999 / 04,Brooklyn,05,4233.0,249.9,433.5,,,,,3
1991 / 08,Brooklyn,05,5483.5,,,,,,,3
2006 / 12,Brooklyn,05,4401.0,307.7,317.1,,,7.8,,3
1997 / 04,Brooklyn,05,4874.5,154.0,237.8,,,,,3
2005 / 08,Brooklyn,05,5151.3,310.0,439.3,,,,,3
2000 / 12,Brooklyn,05,4065.5,310.1,424.8,,,29.9,,3
1994 / 08,Brooklyn,05,5340.1,190.4,297.2,,,,,3
1991 / 11,Brooklyn,05,5221.7,,,,,,,3
2002 / 11,Brooklyn,05,5354.6,246.9,,,,,,3
2016 / 02,Brooklyn,05,3970.3,265.8,375.0,,,,,3
2018 / 08,Brooklyn,05,5161.9,281.0,432.2,,,,,3
2020 / 02,Brooklyn,05,3871.4,212.0,343.6,,,,,3
2019 / 03,Brooklyn,05,4122.7,238.8,349.8,,,,,3
2019 / 12,Brooklyn,05,4694.9,318.0,431.9,,,5.4,,3
2019 / 05,Brooklyn,05,5058.7,258.8,435.8,,,,,3
2021 / 02,Brooklyn,05,3980.1,237.7,349.4,,,,,3
2021 / 05,Brooklyn,05,5043.1,280.1,447.7,,,,,3
1995 / 11,Brooklyn,06,3139.9,404.5,220.0,,,,,3
2006 / 08,Brooklyn,06,2479.0,630.4,348.5,,,,,3
1999 / 05,Brooklyn,06,2862.4,672.5,335.6,,,,,3
2014 / 08,Brooklyn,06,2058.0,522.4,345.5,80.3,,,,3
2007 / 02,Brooklyn,06,1972.1,592.0,333.3,,,,,3
2002 / 01,Brooklyn,06,2550.4,10.2,434.9,,,,46.4,3
2003 / 02,Brooklyn,06,2361.3,0.0,,,,,,3
2005 / 07,Brooklyn,06,2543.7,684.7,359.8,,,,,3
2003 / 01,Brooklyn,06,2778.2,,,,,,,3
2000 / 04,Brooklyn,06,2587.5,731.0,334.0,,,,,3
2000 / 02,Brooklyn,06,2454.2,692.9,332.0,,,,,3
1995 / 02,Brooklyn,06,2581.8,325.5,201.3,,,,,3
1995 / 08,Brooklyn,06,2999.4,290.9,219.8,,,,,3
1998 / 01,Brooklyn,06,2915.3,714.7,374.5,,,,39.7,3
1999 / 02,Brooklyn,06,2407.9,586.8,297.6,,,,,3
1997 / 08,Brooklyn,06,2884.5,541.0,317.9,,,,,3
2014 / 01,Brooklyn,06,2241.1,611.8,419.2,,,,45.9,3
2004 / 04,Brooklyn,06,2597.3,557.6,288.8,,,,,3
2011 / 09,Brooklyn,06,2444.3,635.8,377.5,,,,,3
1998 / 08,Brooklyn,06,2810.7,577.7,337.5,,,,,3
1995 / 04,Brooklyn,06,2912.5,357.1,213.8,,,,,3
2009 / 09,Brooklyn,06,2314.4,590.1,365.3,,,,,3
1999 / 08,Brooklyn,06,2717.1,627.9,347.3,,,,,3
2001 / 05,Brooklyn,06,2832.8,708.3,390.7,,,,,3
1997 / 05,Brooklyn,06,3100.9,581.2,319.8,,,,,3
2009 / 03,Brooklyn,06,2115.3,541.5,352.5,,,,,3
1993 / 04,Brooklyn,06,3279.2,57.6,29.0,,,,,3
2002 / 12,Brooklyn,06,2858.8,,,,,,,3
1997 / 02,Brooklyn,06,2567.4,500.0,263.6,,,,,3
2009 / 08,Brooklyn,06,2228.3,535.5,356.1,,,,,3
1994 / 11,Brooklyn,06,3341.3,385.9,190.2,,,,,3
1992 / 09,Brooklyn,06,3246.6,,,,,,,3
1992 / 11,Brooklyn,06,3252.7,,,,,,,3
2004 / 12,Brooklyn,06,2543.4,844.6,363.6,,,37.1,,3
2016 / 10,Brooklyn,06,2008.2,584.7,401.4,112.8,43.7,,,3
2017 / 05,Brooklyn,06,2203.4,593.5,435.3,135.8,52.1,,,3
2020 / 04,Brooklyn,06,1865.0,500.2,479.3,105.5,,,,3
2020 / 06,Brooklyn,06,2357.8,544.4,488.0,,,,,3
2019 / 02,Brooklyn,06,1840.9,488.7,381.2,81.5,30.9,,,3
2018 / 03,Brooklyn,06,2029.0,610.8,429.8,94.1,53.8,,,3
2017 / 12,Brooklyn,06,2017.1,665.9,430.4,117.9,45.2,,,3
2019 / 05,Brooklyn,06,2318.0,581.1,451.9,140.0,58.1,,,3
2019 / 07,Brooklyn,06,2164.1,524.2,412.6,99.4,,,,3
2021 / 11,Brooklyn,06,2238.4,512.9,381.6,79.0,,,,3
2011 / 02,Queens,03,4364.0,393.3,385.9,,,,,4
1993 / 08,Queens,03,5147.7,,,,,,,4
2008 / 08,Queens,03,4727.5,438.9,377.2,,,,,4
2014 / 01,Queens,03,4300.4,410.2,418.5,,,,30.8,4
2012 / 12,Queens,03,4544.5,411.6,336.7,,,,,4
2010 / 12,Queens,03,3679.4,376.2,331.4,,,,,4
1997 / 11,Queens,03,4417.4,439.6,354.4,,,,,4
2013 / 02,Queens,03,3833.0,321.7,302.7,,,,,4
2004 / 09,Queens,03,5606.4,514.4,443.6,,,,,4
2015 / 05,Queens,03,4894.2,358.8,378.8,,,,,4
2013 / 05,Queens,03,5082.0,402.2,364.9,,,,,4
2002 / 11,Queens,03,5574.6,425.5,,,,,,4
2003 / 07,Queens,03,6263.2,384.4,,,,,,4
2004 / 12,Queens,03,5121.0,581.4,442.1,,,,,4
2005 / 10,Queens,03,5394.1,493.9,411.3,,,,,4
2007 / 02,Queens,03,3934.1,342.3,315.8,,,,,4
1999 / 02,Queens,03,3631.4,368.4,371.2,,,,,4
2011 / 05,Queens,03,5121.3,357.4,329.7,,,,,4
1993 / 12,Queens,03,4043.0,399.5,266.8,,,,,4
1997 / 09,Queens,03,4710.5,287.9,260.6,,,,,4
2011 / 09,Queens,03,5021.0,415.9,376.6,,,,,4
2008 / 10,Queens,03,4794.1,426.3,389.1,,,,,4
2009 / 12,Queens,03,4787.3,459.5,394.2,,,,,4
1993 / 03,Queens,03,4613.4,,,,,,,4
2006 / 10,Queens,03,5169.4,439.1,352.0,,,,,4
1999 / 11,Queens,03,4502.0,468.9,486.8,,,163.5,,4
2010 / 06,Queens,03,5278.3,412.5,380.6,,,,,4
1995 / 07,Queens,03,4806.0,226.4,284.5,,,,,4
1997 / 04,Queens,03,4711.9,279.1,252.3,,,,,4
2009 / 08,Queens,03,5065.1,393.5,399.9,,,,,4
2000 / 12,Queens,03,4098.8,567.3,530.5,,,25.9,,4
2007 / 07,Queens,03,5096.3,431.7,387.2,,,,,4
1991 / 08,Queens,03,5146.7,,,,,,,4
2000 / 01,Queens,03,3936.6,446.1,499.5,,,,35.0,4
2002 / 12,Queens,03,5389.0,443.0,,,,,,4
2002 / 10,Queens,03,5660.4,418.7,,,,,,4
1991 / 11,Queens,03,4856.1,,,,,,,4
1991 / 10,Queens,03,5025.0,,,,,,,4
2001 / 08,Queens,03,4968.9,495.6,637.8,,,,,4
2001 / 07,Queens,03,4865.4,434.9,582.0,,,,,4
2010 / 02,Queens,03,3452.5,269.9,273.3,,,,,4
2000 / 03,Queens,03,4375.1,509.4,542.3,,,,,4
2016 / 08,Queens,03,5237.7,375.7,448.9,,,,,4
2017 / 08,Queens,03,5168.9,365.9,499.4,,,,,4
2017 / 05,Queens,03,5224.2,390.6,478.7,,,,,4
2018 / 06,Queens,03,5210.6,404.1,503.6,,,,,4
2016 / 01,Queens,03,4106.4,352.7,368.1,,,,35.2,4
2019 / 02,Queens,03,4046.6,315.3,403.0,,,,,4
2018 / 04,Queens,03,4591.0,348.7,422.4,,,,,4
2019 / 03,Queens,03,4415.2,349.2,438.5,,,,,4
2019 / 12,Queens,03,4953.0,426.6,496.4,,,7.6,,4
2019 / 10,Queens,03,5031.1,379.1,491.8,,,,,4
2020 / 04,Queens,03,4465.5,335.6,567.5,,,,,4
2017 / 12,Queens,03,4525.5,430.8,489.5,,,17.1,,4
2022 / 01,Queens,03,831.5,41.2,66.1,,,,,4
1996 / 03,Bronx,12,3745.2,302.7,353.4,,,,,2
2009 / 07,Bronx,12,4475.4,426.5,484.8,,,,,2
2011 / 06,Bronx,12,4589.1,397.5,421.5,,,,,2
2011 / 01,Bronx,12,3630.1,339.7,398.1,,,,,2
2014 / 11,Bronx,12,3499.7,322.2,371.3,,,,,2
2013 / 12,Bronx,12,3760.0,409.2,425.4,,,,,2
2004 / 08,Bronx,12,4438.0,432.2,512.2,,,,,2
1993 / 05,Bronx,12,4393.6,303.6,292.1,,,,,2
2011 / 03,Bronx,12,4191.3,409.0,401.4,,,,,2
1994 / 11,Bronx,12,4446.1,340.4,312.5,,,,,2
2014 / 06,Bronx,12,3988.2,382.4,449.7,,,,,2
2011 / 12,Bronx,12,4026.4,440.9,405.1,,,,,2
2010 / 12,Bronx,12,3021.5,340.9,324.7,,,,,2
2009 / 02,Bronx,12,3186.1,319.2,363.2,,,,,2
2008 / 12,Bronx,12,4252.5,461.1,444.8,,,,,2
1996 / 08,Bronx,12,4515.9,359.3,494.3,,,,,2
2014 / 04,Bronx,12,3904.9,361.3,429.5,,,,,2
2013 / 06,Bronx,12,4057.8,397.6,442.6,,,,,2
1994 / 03,Bronx,12,4032.8,406.2,397.1,,,,,2
2010 / 02,Bronx,12,2884.6,280.1,322.3,,,,,2
2010 / 07,Bronx,12,4289.9,394.6,448.6,,,,,2
2003 / 09,Bronx,12,4694.1,373.7,,,,,,2
1996 / 11,Bronx,12,3951.9,368.3,399.4,,,,,2
2010 / 03,Bronx,12,4344.6,436.8,453.7,,,,,2
2011 / 07,Bronx,12,4046.2,357.7,409.9,,,,,2
2004 / 12,Bronx,12,3827.0,546.0,483.4,,,143.3,,2
2011 / 02,Bronx,12,3610.7,362.3,394.8,,,,,2
2006 / 06,Bronx,12,4487.8,499.6,503.6,,,,,2
2009 / 04,Bronx,12,3952.2,385.7,430.3,,,,,2
2009 / 10,Bronx,12,4010.7,388.3,415.9,,,,,2
2001 / 01,Bronx,12,3363.3,479.8,590.1,,,,35.9,2
2003 / 10,Bronx,12,4419.5,383.6,,,,,,2
2016 / 01,Bronx,12,3237.6,293.3,388.6,,,,8.1,2
2014 / 09,Bronx,12,3835.0,350.4,427.3,,,,,2
2016 / 02,Bronx,12,3267.3,378.2,504.0,,,,,2
2017 / 01,Bronx,12,3535.7,387.0,503.5,,,,13.5,2
2021 / 01,Bronx,12,3697.3,418.6,625.2,,,3.4,8.1,2
2020 / 11,Bronx,12,4292.3,385.7,571.6,,,,,2
2019 / 09,Bronx,12,3567.6,322.3,547.0,188.5,,,,2
2020 / 12,Bronx,12,4174.0,488.3,684.6,,,,,2
2021 / 08,Bronx,12,4475.6,372.7,622.2,,,,,2
2015 / 06,Staten Island,02,4821.1,640.3,510.9,,31.7,,,5
2002 / 05,Staten Island,02,5608.8,,562.8,,,,,5
2000 / 05,Staten Island,02,5630.2,,570.4,,,,,5
2007 / 05,Staten Island,02,5757.7,862.7,523.0,,,,,5
1993 / 03,Staten Island,02,3947.2,,,,,,,5
2012 / 05,Staten Island,02,4975.0,625.0,451.0,,,,,5
2011 / 08,Staten Island,02,5160.1,646.9,458.9,,,,,5
2001 / 12,Staten Island,02,4491.6,,503.5,,,1.0,,5
1993 / 01,Staten Island,02,3815.3,,,,,,,5
2011 / 06,Staten Island,02,5114.7,663.6,516.0,,,,,5
2008 / 07,Staten Island,02,4862.8,772.0,503.7,,,,,5
2008 / 01,Staten Island,02,4110.6,845.1,493.7,,,,49.3,5
2003 / 03,Staten Island,02,5093.0,,,,,,,5
1995 / 07,Staten Island,02,4777.8,555.1,316.7,,,,,5
1992 / 04,Staten Island,02,4443.7,,,,,,,5
2003 / 09,Staten Island,02,5847.1,,,,,,,5
1994 / 05,Staten Island,02,5323.3,639.2,310.6,,,,,5
2011 / 10,Staten Island,02,4461.1,620.0,422.1,,,,,5
2014 / 05,Staten Island,02,5047.8,610.8,509.3,,65.1,,,5
2004 / 04,Staten Island,02,5465.6,547.5,462.2,,,,,5
2008 / 10,Staten Island,02,4467.6,776.1,438.4,,,,,5
2007 / 04,Staten Island,02,4670.6,801.0,454.7,,,,,5
2000 / 07,Staten Island,02,4811.2,,552.8,,,,,5
1997 / 12,Staten Island,02,4163.0,,393.7,,,295.4,,5
2005 / 02,Staten Island,02,3541.3,795.6,404.2,,,,,5
1996 / 12,Staten Island,02,4020.3,792.0,364.4,,,152.1,,5
2009 / 04,Staten Island,02,4496.0,676.6,446.0,,,,,5
1999 / 09,Staten Island,02,4922.6,,528.5,,,,,5
2000 / 12,Staten Island,02,3682.5,,433.4,,,207.0,,5
2001 / 01,Staten Island,02,3886.2,,536.6,,,,81.8,5
2001 / 08,Staten Island,02,4682.7,,577.7,,,,,5
1991 / 01,Staten Island,02,3567.4,,,,,,,5
1990 / 10,Staten Island,02,4379.5,,,,,,,5
2002 / 10,Staten Island,02,5396.9,,,,,,,5
1994 / 10,Staten Island,02,4562.4,616.2,275.5,,,,,5
2000 / 04,Staten Island,02,4352.3,,486.5,,,,,5
1991 / 11,Staten Island,02,3889.2,,,,,,,5
1990 / 12,Staten Island,02,3702.7,,,,,,,5
1992 / 08,Staten Island,02,4593.7,,,,,,,5
1997 / 05,Staten Island,02,5185.1,,444.4,,,,,5
2014 / 12,Staten Island,02,4441.6,738.1,499.4,,26.1,,,5
